ID;1.vs.22;2.vs.23;3.vs.24;4.vs.25;5.vs.26;6.vs.27;7.vs.28;8.vs.29;9.vs.30;10.vs.31;11.vs.32;12.vs.33;13.vs.34;14.vs.35;15.vs.36;16.vs.37;17.vs.38;18.vs.39;19.vs.40;20.vs.41;21.vs.42
A0A3B6QIQ0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PNP2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NRI0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QHN2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RAC5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TGH5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RAC3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TB65;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RAH7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6THV1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6R751;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TKP6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SDY9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RA39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RAZ3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Q8RW00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SE12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SFT7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TC34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SG99;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RBW2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SES6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TF95;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RF06;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SEZ2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SFD8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RH71;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TTH2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TU55;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5HXT5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6RI60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6TJ16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SCE3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RIJ2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TQH6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SDP7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RIJ4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TKN4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RK08;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TS17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TSP1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SE19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TFL6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SHP9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RK24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TFZ7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SEH9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RKL2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
G8AD59;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
G8AD57;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SFY9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RM29;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RQD2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RM80;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TNQ9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TUT2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SGP0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RMW5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TVB2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SJ83;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SK21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TYR9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TYR2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TY51;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RRP3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6STN7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SNL2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TLV5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RNP3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TS91;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RMX3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SNL6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SK31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SAV4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TN30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TP91;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SF50;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5HDV2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SBJ2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SHE9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SJ79;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RJT2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SKB0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SL57;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LT32;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GRV2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TS75;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ST96;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TMI0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RPG1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TNC4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TNX1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TW54;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TPH6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6U1K5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6U6G1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NIS9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PGL0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NKJ4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PF17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NLA9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NL45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P08453;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
W5D237;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P29557;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Q8H0B8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Q8RW01;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5XZ66;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5EHI0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5ERE6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GN10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6ED16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
A0A077RQ33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6EAZ5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6EB69;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
A0A0H4MAT1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KNY8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D5S567;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6CD30;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A1D5ULT3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6B3I3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6B280;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6CAK0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6DKU9;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6DHQ8;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6CAS9;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
W5AW93;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A3B6B2T5;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
A0A1D5ZBB4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KPP7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZS64;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5YWU5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5XXZ4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5YXJ5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5XZ28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZSM5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PLC5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QFU2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PMF4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NRI7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6FVR0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6EQP6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZYS6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Y3R0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZXI8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Y344;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Y2N0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZYP1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZX14;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6FWS5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ETK4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6H241;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Z0B5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Z146;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Z1D5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6H1J1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6H522;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Y316;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
A0A3B5Z0P4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
A0A3B5Y7C9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
A0A3B5Z540;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
A0A3B5YSR4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZYX7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5Z2A4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6AXP8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6AY65;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6AXA7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6AWU0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6AYN8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6DC18;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6C4Z7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6DBM3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6C564;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6DCW0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6C7M1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6C5B4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A2X0S5D0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
A0A3B6B2N0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6DKB4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6CCJ6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6DIJ0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
D2KZ08;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6DLN3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6B4B8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6B7I3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6B6J0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6C9R6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D5ULR8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GSK9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6EFU9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6FI52;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GRZ2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ED39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6EMU0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6H2V7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6FIG0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
D8L9S2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6H4Q4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6FVU5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5EMA3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6HLW7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6I1I5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1
A0A3B6LX53;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1
A0A3B6KS35;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6JQ60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6IVW0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MNJ3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LFW7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KBA8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MXM2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LSK1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KPH4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LN86;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MWF8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MV56;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6MVA5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LQC6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KLR4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KK27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6KJ68;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6LXV2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6U3X1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6J040;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NQ23;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6QG10;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6QI12;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6QFS6;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6PQ17;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6NRL3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6NSB4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6PNL1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
A0A3B6PFV5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PCU7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NIJ2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NJ44;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PI06;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
A0A3B6PT84;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6S9V3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6S8Z3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RA75;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TAM1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RH01;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SEX6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RDI0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6THI9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RB62;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TBG0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RBR3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SFH4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TPH5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SC80;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TCV1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SBA3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RD81;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6THG2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TD25;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6RDG5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6SHV8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6TM54;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6TUF0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6TTR2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6RIH4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6SFQ7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
