ID;1.vs.22;2.vs.23;3.vs.24;4.vs.25;5.vs.26;6.vs.27;7.vs.28;8.vs.29;9.vs.30;10.vs.31;11.vs.32;12.vs.33;13.vs.34;14.vs.35;15.vs.36;16.vs.37;17.vs.38;18.vs.39;19.vs.40;20.vs.41;21.vs.42
A0A3B6GZ31;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0
A0A077RQJ1;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0
A0A3B6H5V3;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0
A0A3B6EU81;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0
A0A077RST9;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0
A0A077RWG8;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EQU7;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GVN2;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6EFT9;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A077RWS5;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6D5B9;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6QIZ3;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6PLR8;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NSH7;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D6B308;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6NQ80;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6GRV7;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A077RX76;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A6Q0N9;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A3B5Z296;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
A0A3B5Y5B5;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
A0A0A7ABX0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
A0A3B6DCM1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6C6F9;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6C8T6;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A1D5UIV5;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6C6A5;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6AZU1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6AYW5;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6AYE9;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6C691;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0
A0A3B6C8B8;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B181;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5UP90;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6AVJ0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1
A0A1D5UWN7;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1
A0A3B6C4X7;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1
A0A1D5V2W7;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0
A0A3B6ARB9;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0
W5CXE7;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D5V616;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A1D5W9E8;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B5Y591;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B5Z3E7;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B5ZZC2;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B5Z2C5;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
A0A3B6FHK1;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0
A0A1D5WW19;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0
A0A3B6E9X3;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0
A0A1D5X5C6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6HZ58;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6IKK9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5Y749;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6IKH3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6JDH7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5YNP5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5DYE3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
A0A1X9QHJ0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
A0A3B6JKL8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
A0A1D5XGW0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
A0A3B6DB66;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A3B6C515;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A3B6AWU6;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A3B6C7H1;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A3B6AY75;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A2X0S595;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
A0A3B6CAK2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B0D2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A2X0SQW4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A2X0S7C6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZQ95;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5XVQ2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZQ97;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5XVP1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5YUV2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5YTV1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5A031;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
A0A3B5XXR5;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
A0A3B5ZS37;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5XZ46;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5Z300;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5YWK0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B6A184;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5Z412;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5Y4Z9;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
A0A3B5XZW7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y0N4;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1
A0A3B5YYF2;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1
A0A3B5ZWQ2;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1
A0A3B5Y1L8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5ZWJ6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5Y0Z2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5ZVC8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5YZ17;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5YY88;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A0A3B5ZWI7;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A3B5Y1K8;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A3B5ZUS8;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A3B5Y0F9;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1
A0A3B5Y2A9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y2D5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y3E5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z0T2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZWQ0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZYC3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YZN4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZX66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z003;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y2Q4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y4E5;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1
A0A3B5Z289;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1
A0A3B5Y4W5;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1
A0A3B6A273;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z6H7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y703;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YRZ8;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
A0A3B5YUK3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YVJ5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YXP5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5YZ07;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B5ZVJ7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YZP5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZX80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5ZVJ5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5YYY2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Y1I8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B5Z1S9;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1
A0A3B5Z2J2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1
Q2TN84;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
A0A3B5ZR06;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
A0A3B5ZTI5;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0
A0A3B5ZXE5;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1
A0A3B5YZ45;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1
A0A3B5Y1V2;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1
A0A3B6D4A1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5C3E3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6BWM0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6AQG1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6AR02;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6ASY7;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6DA73;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ARI7;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5C909;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6BZX1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ASF8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6C2H6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6ATN9;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6DAI8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6D7C1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6C0H2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6C0C8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
W5BRK9;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0
A0A3B6AXS6;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0
A0A3B6C5V4;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0
A0A3B6DGJ4;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1
A0A3B6B1E0;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1
A0A3B6C9Z0;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1
A0A3B6C8X8;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0
A0A3B6B1E8;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0
A0A3B6B286;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0
A0A3B6C8Z3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0
A0A3B6DFL7;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0
A0A3B6B2J9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6DGF1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6C9R5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B1T2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6B914;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6C0H5;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0
A0A3B6D6W1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0
A0A3B6C250;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6C271;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
W5C6E7;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
A0A3B6CA63;0;1;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0
A0A3B6CCK8;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6D7D1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
A0A3B6C0K4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
A0A3B6DFJ1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0
A0A3B6FKR5;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6EDU5;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6GPB8;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6EDG5;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6EDY7;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
A0A3B6EFY2;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FLJ4;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GW15;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
W5CRU6;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6GRD7;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6EGH0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6FRZ6;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0
A0A3B6GUF3;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0
A0A3B6EGN4;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0
A0A3B6EIT7;0;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1
A0A3B6GUA6;0;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1
A0A3B6FNK3;0;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1
A0A3B6EL02;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GYB5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FSE6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EN52;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6FRX5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EKM2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GUL7;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0
A0A3B6FPU3;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0
A0A3B6ELG9;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0
A0A3B6GWF9;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0
A0A3B6GYK4;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6FWH4;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6ENW0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6H276;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6FX34;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6ELQ9;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6EQT5;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6EMN0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
A0A3B6H360;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
A0A3B6EM97;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
W5D157;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
A0A3B5Y1J4;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
A0A3B5ZWD4;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
A0A3B6ES90;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0
A0A3B6EQB5;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0
Q2XP43;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1
Q2L9B8;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1
A0A3B6GWW9;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1
A0A3B6FRW4;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1
A0A3B6GUF6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6EIC0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A077S237;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
W5CQ67;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6JGT1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6GXX6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6JJ78;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6IUI2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6HQ14;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6JL49;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6HQN3;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6IRJ2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
A0A3B6JLP0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6IUA1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6HRC9;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
A0A3B6HSB4;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0
A0A3B6JFL7;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1
A0A3B6HT79;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1
A0A3B6IN20;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1
A0A3B6IR97;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1
A0A3B6IS22;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1
D8L9A6;0;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0
D8L9B6;0;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0
A0A3B6HTU4;0;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0
A0A3B6IRW2;0;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0
A0A3B6JH22;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0
A0A3B6JES3;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0
A0A3B6IP32;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0
A0A3B6HVJ9;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0
A0A3B6HXV8;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
A0A3B6N3G7;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
A0A3B6LXJ5;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
A0A3B6N376;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0
A0A3B6LYQ8;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0
A0A3B6HYH4;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0
A0A3B6I180;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6T7T8;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0
A0A3B6I2W8;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0
A0A3B6RAV9;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0
